Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05489284428833358,0.06296539420817154,0.05489284428833358,0.06027413159608841,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06027411604000986,0.06350350654939872,0.06027411604000986,0.06242663040757179,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06242663502848023,0.0640416398817426,0.06242663502848023,0.06350351125001907,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06350351340678126,0.0640416420567812,0.06135037984866874,0.06188850849866867,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06188852980191183,0.06242665863714624,0.060274143296208615,0.060812272131443024,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.0608122666889219,0.0608122666889219,0.05865975154062813,0.05919788032770157,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.059197870902865275,0.060274128305662256,0.056507227395872835,0.057583484798669815,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05758348660021168,0.05758348660021168,0.055430971727274715,0.05596910044550896,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05596910170381139,0.057045359164476395,0.05543097297347889,0.057045359164476395,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05704535013168748,0.059197864712179714,0.05650722148656442,0.058659736067056656,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05865974112820898,0.0597359985113144,0.05865974112820898,0.05973599851131439,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.059736009114775016,0.059736009114775016,0.05812162275355469,0.05919788032770157,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.059197864712179714,0.059197864712179714,0.058659736067056656,0.058659736067056656,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05865975154062813,0.060274137901848455,0.05865975154062813,0.05919788032770157,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.0597359985113144,0.06135038458597253,0.0597359985113144,0.05973599851131439,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.0597359985113144,0.06027412720286711,0.0597359985113144,0.05973599851131439,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05973599335730278,0.06027412200242584,0.05758347877681054,0.058659736067056656,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05865975154062813,0.060274137901848455,0.05865975154062813,0.05919788032770157,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05919787413453745,0.0608122603268639,0.05919787413453745,0.06027413159608841,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060274143296208615,0.061350400966677425,0.059197885625739806,0.060812272131443024,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06135037984866874,0.06296538475678133,0.06135037984866874,0.06188850849866867,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.061888501815681306,0.06296537795750824,0.061888501815681306,0.06242663040757179,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06242663040757179,0.06242663040757179,0.06027411604000986,0.06242663040757179,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06242661482895308,0.06511787607484476,0.061888486371353045,0.06457974761724472,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06457976698419943,0.06511789560317993,0.06457976698419943,0.06511789560317993,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06511789253990861,0.06511789253990861,0.06242663061353116,0.06296537816524506,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06296537816524506,0.06350350675891095,0.06135037342619938,0.06296537816524506,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06296538475678133,0.06296538475678133,0.06188850849866867,0.06188850849866867,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06188851300600514,0.06242664169519695,0.06135038431681333,0.06215757504105568,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06215754386826174,0.06942289879638706,0.061888481968149146,0.06834664195775986,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06888478404198162,0.07561201188529632,0.06888478404198162,0.07265230268239975,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07265230720759212,0.07372856432675541,0.07211355969000167,0.07319043576717377,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.0731904407237799,0.0731904407237799,0.07049917878560513,0.07103730738162994,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.0710373393452679,0.07157546818342672,0.06780856631631503,0.06942295283079147,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06942289879638706,0.06942289879638706,0.06727038511913265,0.06834664195775986,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06834664195775986,0.06942289879638706,0.06780851353844625,0.06834664195775986,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06834663725527435,0.06834663725527435,0.06780850887298584,0.06780850887298584,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06834664195775986,0.06942289879638706,0.06834664195775986,0.06834664195775986,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06834664195775986,0.06888477037707345,0.06727038511913265,0.06834664195775986,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06834666137152685,0.06888478994369507,0.06780853279935863,0.06888478994369507,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06888477037707345,0.06888477037707345,0.06834664195775986,0.06834664195775986,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06834666137152685,0.07049917566019973,0.06834666137152685,0.06888478994369507,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06888482399263265,0.06996108166895028,0.06888482399263265,0.06942295283079147,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06942291851586328,0.06942291851586328,0.06888478994369507,0.06888478994369507,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06888478994369507,0.06996104708803151,0.06888478994369507,0.06888478994369507,3801600,0.0,0.0
